request,start_ns,first_text_ms,input_preparation_ms,prefill_api_ms,decode_api_ms,request_ms,input_tokens,decode_tokens,decode_benchmark_tokens_s,text_callbacks,output_utf8_bytes,error,decode_wall_tokens_s
0,427243782532591,,4.548958,407.756719,7.190938,533.359739,77,,,0,0,UNIMPLEMENTED: Sampler type: 3 not implemented yet.,
